hidden1_dim,hidden2_dim,learning_rate,epochs,patience,number_of_batches,learning_shrink,input_dim,random_state,train_mse,val_mse,best_val_loss_train_loop,final_learning_rate,epochs_ran,status,seconds,error
64,32,0.1,100,20,4000,False,16,0,0.02816566609675244,0.0283593148328366,0.0281690173907661,0.1,66.0,ok,61.23,
64,32,0.01,100,1,40,True,16,0,0.030831527838684848,0.0308600419587207,0.0308847898587636,0.003486784401,99.0,ok,110.179,
64,32,0.01,100,1,40,False,16,0,0.029885653996825978,0.0298168895667075,0.0299872228318348,0.01,100.0,ok,107.979,
64,32,0.01,100,1,400,True,16,0,0.029375433180575675,0.02940935419237,0.0294670102392224,0.0081,33.0,ok,32.603,
64,32,0.01,100,1,400,False,16,0,0.029367484991662165,0.0294084423848544,0.0294237252332146,0.01,24.0,ok,24.134,
64,32,0.01,100,1,4000,True,16,0,0.029210135938667003,0.0292651125950655,0.0292736391231243,0.01,5.0,ok,4.36,
64,32,0.01,100,1,4000,False,16,0,0.029067730972002482,0.0291197484248575,0.0290718359855056,0.01,8.0,ok,7.068,
64,32,0.01,100,3,40,True,16,0,0.030583789449041773,0.0306376594926745,0.0305960042242935,0.003486784401,100.0,ok,120.261,
64,32,0.01,100,3,40,False,16,0,0.030603569214047235,0.0306946524431581,0.0306305483416415,0.01,100.0,ok,110.571,
64,32,0.01,100,3,400,True,16,0,0.029204027311876955,0.0292034361210368,0.0292991398718737,0.0043046721,43.0,ok,34.551,
64,32,0.01,100,3,400,False,16,0,0.02912907744151647,0.0291419075226685,0.0291674554940461,0.01,35.0,ok,27.336,
64,32,0.01,100,3,4000,True,16,0,0.029210127120984208,0.0291918059480485,0.0291555884992255,0.009,9.0,ok,7.04,
64,32,0.01,100,3,4000,False,16,0,0.02911922253818432,0.0291426635385105,0.0291539323471766,0.01,10.0,ok,7.113,
64,32,0.01,100,5,40,True,16,0,0.030393088001437165,0.0303984693182577,0.0304731798445434,0.00282429536481,100.0,ok,82.818,
64,32,0.01,100,5,40,False,16,0,0.030784579761424593,0.0308864066369821,0.0308182231414758,0.01,100.0,ok,83.325,
64,32,0.01,100,5,400,True,16,0,0.029157912845062427,0.0291579968958111,0.0292143286765649,0.00387420489,45.0,ok,28.278,
64,32,0.01,100,5,400,False,16,0,0.029093238717555002,0.0290983637530533,0.0291670166740793,0.01,55.0,ok,34.894,
64,32,0.01,100,5,4000,True,16,0,0.028909061004229072,0.0289221068837298,0.0289437557146743,0.00729,18.0,ok,12.219,
